sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
202214,1,75,"could just replace the word ""affordable"" with",you might have something there,0,25,you,"If you could just replace the word ""affordable"" with ""free,"""
202215,1,10,might have been,shareholders have to look at what profits might have been,1,100,had they been allowed to continue to profit from this strong franchise,had they been allowed to continue to profit from this strong franchise
202216,1,100,would never have remained quiet,the former president's Democratic colleagues in the Senate would never have remained quiet,1,20,had done any of this stuff,if Obama had done any of this stuff
202217,1,100,would have been okay with,It certainly would have been okay with me,0,25,had discussed sanctions,if he did it
202218,1,100,would have done jail or prison,my black ass would have done jail or prison time,1,75,"at any point in time had I been busted for possession, use, sale, or ""intent to sell"" my black ass","had I been busted for possession, use, sale, or ""intent to sell"""
202219,1,100,"might have occurred at your hands, Governor, if she'd",what might have occurred at your hands,0,25,she'd had the misfortune to become pregnant at 17,if she'd had the misfortune to become pregnant at 17
202220,1,10,without,it could have been a lot worse,1,100,Nadella,without Nadella
202221,1,100,would have been solidly positive,then this number would have been solidly positive,1,100,we did not have bad weather,If we did not have bad weather
202222,1,100,would have been much worse w,the country's economic downturn would have been much worse,0,25,"was designed to help the economy, not the banks,",without it
202223,1,100,would have been far higher,"WeBank made a net profit of Rmb1.4bn ($209m), while its return on equity came in at 19.2 per cent - a return that would have been far higher",1,100,had it not chosen to provision more aggressively than required,had it not chosen to provision more aggressively than required
202224,1,100,could have built the alternative energy systems we now desperately need,we will sorely wish we still had them when we realize that those factories could have built the alternative energy systems we now desperately need,0,25,we allow the shutting down and tearing down of our auto plants,If we allow the shutting down and tearing down of our auto plants
202225,1,100,would have been able to feel the tumors,Had they done a simple physical exam of the woman's chest,1,100,Had they done a simple physical exam of the woman's chest,Had they done a simple physical exam of the woman's chest
202226,1,100,would have resulted if they,banks reserves of capital were inadequate to cover the losses that would have resulted,0,25,were inadequate to cover the losses that,if they had acknowledged dud loans
202227,1,100,would have,we would have had it by now,1,10,had it by now,"If the industry - the task forces, the councils and the authors of research papers - really wanted change"
202228,1,100,"might have been able to see that while we consider it a major war and many people liken it to a second war of independence, the British considered it a minor annoyance at best","we might have been able to see that while we consider it a major war and many people liken it to a second war of independence, the British considered it a minor annoyance at best",1,100,Had the two fields of study been taught together,Had the two fields of study been taught together
202229,0,25,might have different weight distributions than their heterosexual counterparts,it would be a great boon for research,0,25,the study did address these reasons,if the study did address these reasons
202230,1,100,"you would have noticed that, had you been more interested in",you would have noticed that,1,75,had you been more interested in source criticism,had you been more interested in source criticism
202231,1,100,if,we didn't have to let her go so early,1,10,was still here,I wish she was still here
202232,1,100,would not major in,I would not major in political science for fear that my support for Israel and my opposition to BDS might prejudice me in the eyes of professors whose department has endorsed BDS,0,25,"the eyes of professors whose department has endorsed BDS, thus discriminating against my point of view in the marketplace of ideas",if I were a student at Brooklyn College today
202233,1,100,"would advise him that the danger had increased ""a couple clicks"" because of Mr. Trump's remarks, which have included the suggestion that President Obama","he would advise him that the danger had increased ""a couple clicks"" because of Mr. Trump's remarks",1,20,were still serving in Iraq,"if his son Beau, who died of brain cancer last year, were still serving in Iraq"
202234,1,100,would likely have been diagnosed and treated at some point,it would likely have been diagnosed and treated at some point,0,25,"had been six years since she gave birth to JonBenet, which, if she had been suffering from prolonged depression and possible psychosis, it",if she had been suffering from prolonged depression and possible psychosis
202235,1,100,in,"But in his case, the culprit was rhabdomyolysis, a potentially fatal muscle syndrome that might have led to kidney failure",1,20,hadn't been caught,if it hadn't been caught
202236,1,75,'d known about asexuality when I,but that wasn't possible because it was before the explosion of the internet,1,10,wish I,I wish I'd known about asexuality when I was growing up
202237,0,25,I got cleared by Nancy Pelosi,"I would say 'Look, there was a lot of talk, but I got cleared by Nancy Pelosi",1,10,had happened,"If I were the president, and it was October of 2020, and there had been a bunch of investigations and nothing had happened"
202238,1,100,"would have missed it too if our resident Angeleno, Steve Singiser, hadn't gotten a bad feeling about this race in",we probably would have missed it,0,25,"our resident Angeleno, Steve Singiser, hadn't gotten a bad feeling about this race in the closing weeks (we added it as ""Likely D"" shortly before Election Day)","if our resident Angeleno, Steve Singiser, hadn't gotten a bad feeling about this race"
202239,1,100,"would have given this claim a passing score, had it been part of a speech by the Pharaoh Djoser of the Third Dynasty of Egypt in",Politifact's Truth-o-meter probably would have given this claim a passing score,1,75,had it been part of a speech by the Pharaoh Djoser of the Third Dynasty of Egypt in 2650BC or so,had it been part of a speech by the Pharaoh Djoser of the Third Dynasty of Egypt in 2650BC or so
202240,1,75,", i","Well, it would be nice, obviously",1,10,had jumped out,"if they had jumped out and said, ""Yeah, you know, we don't view any of these competing drugs as threats, and we think we're going to deliver $40 billion!"""
202241,1,100,may have had a bearing on how much or how little we were impressed by the atmosphere in,may have had a bearing on how much or how little we were impressed by the atmosphere in their home,0,25,had a bearing on how much or how little we were impressed by the atmosphere in their home,if our different ages while we were with our grandparents
202242,1,100,would lose all legitimacy as president,Trump would lose all legitimacy as president,1,100,were he to admit that anything of this sort transpired,were he to admit that anything of this sort transpired
202243,1,100,wonder whether the senators would've used the all-purpose D.C. excuse -,We wonder whether the senators would've used the all-purpose D.C. excuse - blaming WMATA congestion,1,10,had been late,if they had been late
202244,1,100,would have,those states would have had to either tax interest from all bonds or exempt interest from all bonds,1,10,had upheld the Kentucky decision,If the court had upheld the Kentucky decision
202245,1,100,could have said so,surely it could have said so,0,25,"the high court had meant to ""protect only immediate family members and parents-in-law"", Judge Watson explained, ""surely it","If the high court had meant to ""protect only immediate family members and parents-in-law"""
202246,1,100,would have recognised as if the app had existed back in,Leonardo da Vinci would have recognised,1,20,had existed back in renaissance Italy,if the app had existed back in renaissance Italy
202247,1,100,that their means had not kept up with what the larger economy could and,{},1,10,should have been able to provide them,what the larger economy could and should have been able to provide them
202248,1,10,would have left him with,{},0,25,little choice,he would have reversed many of her policies
202249,1,75,could have been be protected if they,These data show that during certain periods of time children are susceptible to infections that could be pretty serious and at a time when they could have been be protected,1,20,had adhered to the vaccine schedule,if they had adhered to the vaccine schedule
202250,1,100,"would have sacked Hayward, if",he would have sacked Hayward,1,100,he worked for the President,if he worked for the President
202251,1,100,would've been 50-49 (around 49.8-48.8 to be exact),the totals would've been 50-49,1,75,Had Mitt Romney equaled Bush's 40 percent with Latinos,Had Mitt Romney equaled Bush's 40 percent with Latinos
202252,1,100,would take,I don't know that that's a deal I would take,1,20,I were governor,If I were governor
202253,1,100,would have been made public,more salacious Craigslist ads would have been made public,1,100,had he not stepped down immediately,had he not stepped down immediately
202254,1,100,would have followed except I had my spinal cord stroke when I,{},0,25,had my spinal cord stroke when I was 12,I probably would have followed
202255,1,100,would cost to treat them if they were not in,"The state has budgeted cost savings from the mental health plan, in part because it is paying Magellan 5 percent less per member, per month than it would cost to treat them",0,25,they were not in a managed care plan,if they were not in a managed care plan
202256,1,10,would have been better policy,"ObamaCare would have been better policy, and Democrats would have been better off politically",0,25,"they had just ignored the clown show that passes for a mainstream political press in this country and passed a simple, bold reform that worked","if they had just ignored the clown show that passes for a mainstream political press in this country and passed a simple, bold reform that worked"
202257,1,100,would have been forced to either pinch-hit for Motte or let a reliever hit with the bases loaded and the score tied in,the Cardinals would have been forced to either pinch-hit for Motte or let a reliever hit with the bases loaded and the score tied in the ninth,1,20,had simply intentionally walked Kozma,If the Nationals had simply intentionally walked Kozma
202258,1,100,could have prevented many institutions from opening new positions,could have prevented many institutions from opening new positions,1,100,them,without them
202259,1,10,would have made a different job choice,I would have made a different job choice,1,20,had a similar experience,had I invested my full time and attention into what I was getting into
202260,1,100,would have grown to $1 million by 2006 without,it would have grown to $1 million by 2006 without dividends,0,25,"you invested $10,000 in the S&P 500 in 1926","If you invested $10,000 in the S&P 500 in 1926"
202261,0,25,'d like to say that if it,Sprint Nextel (NYSE: S) would have no luck at all,1,10,wasn't for bad luck,if it wasn't for bad luck
202262,1,100,should have endorsed a common principle of contract interpretation that resolves ambiguities against the party which they would have done under other circumstances -,She said the court should have endorsed a common principle of contract interpretation that resolves ambiguities against the party which they would have done,1,100,should have endorsed a common principle of contract interpretation that resolves ambiguities against the party which they would have done under other circumstances -,"under other circumstances - here, Lamps Plus - that drafted the provision"
202263,1,100,could have run further,could have run further,1,10,had time permitted,had time permitted
202264,0,0,,{},1,20,hadn't waited so long to see a fertility specialist,they wish they hadn't waited so long to see a fertility specialist
202265,1,100,would not have made it through,how the British would not have made it through,1,75,had they just accepted all his various demands sooner,had they just accepted all his various demands sooner
202266,1,100,would be ahead by a grand total of,if there had been no swing to Obama in Miami-Dade County,1,20,had been no swing to Obama in Miami-Dade County,if there had been no swing to Obama in Miami-Dade County
202267,1,100,would have been guilty only if he,He would have been guilty,1,30,had known that the number of civilian casualties would be disproportionate to the military gain,only if he had known that the number of civilian casualties would be disproportionate to the military gain
202268,1,100,could never have become Obama's top diplomat and functioned so well in,Clinton could never have become Obama's top diplomat and functioned so well in that job,1,50,had they not been largely on the same page in terms of how they saw the world and what America,had they not been largely on the same page in terms of how they saw the world and what America should do about it
202269,1,100,would have been discussed,questions about wording would have been discussed,1,100,had the sides stayed at the bargaining table,had the sides stayed at the bargaining table
202270,1,100,"should have used all the ""Quantum Mechanics Talk"" to generate the concept of alternate realities","they should have used all the ""Quantum Mechanics Talk"" to generate the concept of alternate realities",1,20,had in mind,If something like this is what the writers had in mind
202271,1,100,would have sufficed,{},1,100,should never have been given access to customer records,The contractor should never have been given access to customer records
202272,1,100,would have been offset by closing a number of corporate tax breaks that allow some major companies to escape paying taxes or stash profits overseas,{},0,25,"had argued his plan was ""deficit neutral."" Hundreds of billions in new spending",Hundreds of billions in new spending would have been offset by closing a number of corporate tax breaks
202273,1,100,would not have used cigarettes if e-cigarettes,just under 5 percent of teens in our study likely would not have used cigarettes,0,25,e-cigarettes were not available,if e-cigarettes were not available
202274,1,100,"would have said, ""Thank you for so succinctly stating the problem--why civilization is killing the world--which is the belief that any single human life (mine or anyone 's) is worth more than the health of the landbase, or even that humanity can be separated (physically, morally, or any other way) from the landbase",Thank you for so succinctly stating the problem--why civilization is killing the world,1,10,wish I,what I wish I would have said
202275,1,100,wouldn't be here at all if the president,we wouldn't be here at all,1,10,had forced the Republicans' hand then,if the president had forced the Republicans' hand then
202276,1,10,would embrace non-violence,a reasonable and unprejudiced world would see the merit of their claims,1,100,only they,if only they would embrace non-violence
202277,1,100,"would want a quality device that works continuously over a large area, across all flu viruses and is tested to perform effectively over a long period of time","I would want a quality device that works continuously over a large area, across all flu viruses and is tested to perform effectively over a long period of time",0,25,I were creating the most effective defense against seasonal flu,If I were creating the most effective defense against seasonal flu
202278,1,100,should never have happened,{},1,30,should never have happened,"this invasion that should never have happened, that should have been stopped in its tracks by Congress"
202279,1,100,may not have polled so well,the former governor may not have polled so well,0,25,", f","If, for instance, the poll had instead led with a question asking how voters in this conservative state felt about Huntsman's past support for the DREAM Act"
202280,1,100,would have been charged with,Mr. Trump would have been charged with obstruction of justice,0,25,he had not been protected by a Justice Department policy that says a sitting president can not be indicted,if he had not been protected by a Justice Department policy that says a sitting president cannot be indicted
202281,1,100,"could have been ""another Syria""-a far bloodier and arguably more intractable conflict","it could have been ""another Syria""-a far bloodier and arguably more intractable conflict",1,75,"As for Libya, had NATO (with Arab League backing) not entered the month-old civil war to ensure Mr Qaddafi's defeat, she reportedly believes, it",had NATO (with Arab League backing) not entered the month
202282,1,100,would recognize where his impulse is coming from before he attempts to assert his viewpoint onto the group,he would recognize where his impulse is coming from before he attempts to assert his viewpoint onto the group,1,100,"Were he to adopt the ""caring masculine"" identity","Were he to adopt the ""caring masculine"" identity"
202283,0,25,could build a tower of any height without,I guess that would be their prerogative,1,10,had voted themselves such lax safety laws that anyone,"If Bangladeshis had voted themselves such lax safety laws that anyone could build a tower of any height without any input from an architect, well"
202284,1,100,"would probably have been battered, like the others in","the stock would probably have been battered, like the others in this space have been",0,25,"Had managed health company Coventry Health Care (NYSE:CVH) reported earnings Thursday, the stock",Had managed health company Coventry Health Care (NYSE:CVH) reported earnings Thursday
202285,1,100,would have seriously disrupted certain key secured funding markets and derivatives markets and possibly would have led to runs on other financial firms,possibly would have led to runs on other financial firms,1,100,particular,Bear Stearns' failure under those circumstances would have seriously disrupted certain key secured funding markets
202286,1,100,"would've added that during law school, I","I would've added that during law school, I was a graduate assistant to communications ""expert""",1,10,Had he asked me about my experience,Had he asked me about my experience
202287,1,100,'d be walking on this leg,I don't think I'd be walking on this leg,1,10,hadn't done that,If she hadn't done that
202288,1,100,'d say it would be a little more worrisome for PayPal,it would be a little more worrisome for PayPal,0,25,this had happened a couple of years ago,If this had happened a couple of years ago
202289,1,100,would have worked if the White House had left the policy in,whether deterrence would have worked,1,20,had left the policy in place,if the White House had left the policy in place
202290,1,100,"would have been $149.7 million and $7.64, respectively","net income and EPS in that period would have been $149.7 million and $7.64, respectively",1,75,Had the same rate been in effect in the year-ago period,Had the same rate been in effect in the year-ago period
202291,1,10,could have been more successful than he was,Hitler could have been more successful than he was; his kids or family members could still be in power today,1,75,had things gone just a little differently,had things gone just a little differently
202292,1,100,would have capped medical liability for doctors,{},1,20,"should have included tort reform in the bill, which",Mr Obama should have included tort reform in the bill
202293,1,10,would not have done business with,what would have happened,0,25,"Mr Chappell had not passed Goldman's ""sniff test"" for credibility","if Mr Chappell had not passed Goldman's ""sniff test"" for credibility"
202294,0,0,,{},1,10,hadn't done,wish you hadn't done
202295,1,100,would be a brilliant iceball hanging in,it would be a brilliant iceball hanging in space,1,75,should have started out frozen solid right down to the deep ocean trenches,The earth should have started out frozen solid right down to the deep ocean trenches
202296,1,100,would have been married already,Well there are many of us men that definitely would have been married already,1,100,had we met the right woman from the very beginning,had we met the right woman from the very beginning
202297,1,100,"would have been taken as an indication that the Spring would be a good selling season, given the PHSI's 1-2 month lead over final sales",which would have been taken as an indication that the Spring would be a good selling season,0,25,"were hoping for a positive February reading, which would have been taken as an indication that the Spring",Many were hoping for a positive February reading
202298,0,25,"how big a story should it be? To answer that, you need to know how many people actually fit these descriptions-and what might have happened to these people if the Affordable Care Act",what might have happened to these people,1,10,had never become law,if the Affordable Care Act had never become law
202299,1,100,could have remained president,he could have remained president,0,25,Had he really wanted to stay in the Kremlin he,Had he really wanted to stay in the Kremlin
202300,1,100,would have been better if all countries,allowing a looser global monetary policy much earlier,1,10,"had devalued against gold at the same time, allowing a looser global monetary policy much earlier",if all countries had devalued against gold at the same time
202301,1,100,would have created a group employing nearly a quarter of a million people that could better compete with,that could better compete with U.S,1,100,U.S.,The merger would have created a group employing nearly a quarter of a million people
202302,1,100,should have told me sooner you were in,{},0,25,were in the hospital,You should have told me sooner you were in the hospital
202303,1,100,would have kept the refinery if,Phillips 66 would have kept the refinery,1,20,it could have been profitable,if it could have been profitable
202304,1,100,would have been a trillion-dollar company if they,they probably would have been a trillion-dollar company,0,25,they weren't buying back so much stock and paying that little dividend,if they weren't buying back so much stock and paying that little dividend
202305,1,100,would've been instructed to ignore them,you would've been instructed to ignore them,1,100,"only a test: ""N",Had this been an actual emergency
202306,1,100,"might have struggled to express his outrage, although he might have found solace in the fact that America's August 2nd deal to increase the debt ceiling envisages $2.4 trillion in",the unscrupulous banker might have struggled to express his outrage,1,10,Were he still around,Were he still around
202307,1,100,I could have,I could have had a deal done,1,10,had a deal done,if I wanted to make - you know
202308,1,100,would be a free man had he not worked for the Trump campaign for five months in,Mr. Manafort's defense lawyers had repeatedly suggested that their client would be a free man,0,25,had repeatedly suggested that their client,had he not worked for the Trump campaign for five months in 2016
202309,1,100,"'d have sold off your Dynavax shares, too","you'd have sold off your Dynavax shares, too",1,100,you just followed the headline news about the advisory panel decision,If you just followed the headline news about the advisory panel decision
202310,1,100,should elect leaders who are just like us,then we should elect leaders who are just like us,0,25,should elect leaders who are just like us,If we were to live by Mr Kyrillos's logic
202311,1,100,"may have told those people, potentially jeopardizing their investigation","he may have told those people, potentially jeopardizing their investigation",0,25,they told Mr. Trump they were investigating his associates,if they told Mr. Trump they were investigating his associates
202312,1,100,would certainly be among the top 20 or 30 valuations by market cap of all the public companies,they would certainly be among the top 20 or 30 valuations by market cap of all the public companies,0,25,these were public companies,If these were public companies
202313,1,100,would have been,some other guy would have been,1,10,hadn't been running McKesson,If he hadn't been running McKesson
202314,1,100,would be faring far worse,were they not on the right side of two of the most reliable trades of the year: a flattening U.S,0,25,were they not on the right side of two of the most reliable trades of the year,"Hedge funds have struggled badly in 2018, but would be faring far worse"
202315,1,100,would attenuate rapidly,our affinity for war would attenuate rapidly,1,100,"all Americans had to sacrifice like the thousands of soldiers that have been maimed, killed, and/or had their lives or the lives of their families destroyed","If all Americans had to sacrifice like the thousands of soldiers that have been maimed, killed, and/or had their lives or the lives of their families destroyed"
202316,1,100,could have offered France and Germany the stage to rally together in,last week's summit could have offered France and Germany the stage to rally together in a demonstration of European solidarity,0,25,"Cameron having put Britain's EU membership on the line by promising a referendum on it if re-elected, last week's summit",if re-elected
202317,1,100,might ultimately rise on different routes as a result of the merger,{},1,30,wish we still had eight carriers,'I wish we still had eight carriers
202318,1,100,could do more if they just,they could do more,1,10,had their hands on the best equipment,if they just had their hands on the best equipment
202319,1,100,would have then said: O,"do you think that they would have then said: Oh, I see, it's a corporation",0,25,"they brought Pirates, Incorporated, and we get all their gold","if they brought Pirates, Incorporated, and we get all their gold, and Blackbeard gets up and he says, oh, it isn't me; it's the corporation"
202320,1,75,could have built it into the iPhone 5s -,the company could have built it into the iPhone 5s -- Apple's first phone with fingerprint scanning technology,0,25,fingerprint scanning technology,if Apple really believed in NFC
202321,1,10,could have made a Â£35m profit,the company could have made a Â£35m profit,1,100,Had it achieved a surplus that let the hospital repay its debt,Had it achieved a surplus that let the hospital repay its debt
202322,1,100,"at the same time, we probably wouldn't be in",we probably wouldn't be in the situation,0,25,doctors and patients took a more holistic view and relied less on drugs and spent more time learning to lead healthy lifestyles,if doctors and patients took a more holistic view
202323,0,0,,you're in good company there too,1,10,wish I knew,"if you said fleeting, confusing, unpredictable, or I wish I knew"
202324,1,100,could have won enough support from the party's liberal wing with,they could have won enough support from the party's liberal wing,0,25,even if they didn't quite capture voters' imaginations,"with appeals of electability, even if they didn't quite capture voters' imaginations"
202325,1,100,may have hurt some,{},1,100,should have saved investors money,the rise of the low-cost index tracker should have saved investors money
202326,1,100,"should have followed through on her promises, because those",those were within the purview of her job,1,100,were within the purview of her job,That fundraising chairperson should have followed through on her promises
202327,1,100,"would have said, ""Buy Berkshire Hathaway; don't buy an index fund","I would have said, ""Buy Berkshire Hathaway; don't buy an index fund""",1,30,had known that Warren Buffett was going to be Warren Buffett,"If I had known that Warren Buffett was going to be Warren Buffett, when I first wrote the book"
202328,1,100,would have been worse,"Severe flooding due to unusually heavy rains which hit Natal in the past week ""would have been worse",1,75,had it not been for the Copa,had it not been for the Copa
202329,1,100,would have helped it negotiate additional licensing arrangements,it would have helped it negotiate additional licensing arrangements,1,10,had ruled for Rambus,If the court had ruled for Rambus
202330,1,10,"instead, the rights have expired without",CIT could have issued shares to holders of the rights,0,25,the company performed well enough,if the company performed well enough
202331,1,75,"would have forced many doctors out of Medicare completely, creating a shortage (the legacy of most price controls)","doctors would now be getting paid pennies to see Medicare patients! This would have forced many doctors out of Medicare completely, creating a shortage (the legacy of most price controls)",1,10,had been allowed to take place,If SGR doctor pay cuts had been allowed to take place
202332,1,100,"could share information on all of the Universities, science and medical research teams, insurance companies, and government agencies both foreign and domestic who relied on Zeo for their sleep data, but unfortunately due to NDAs, I can not",{},1,10,wish I,"I really wish I could share information on all of the Universities, science and medical research teams, insurance companies, and government agencies both foreign and domestic who relied on Zeo for their sleep data"
202333,1,100,would have stood a much better chance of beating President Obama if he hadn't,Governor Romney would have stood a much better chance of beating President Obama,0,25,he hadn't had to move so far to the right during the primaries,if he hadn't had to move so far to the right during the primaries
202334,1,100,could have been if I,who I could have been,1,40,I had never been abused,if I had never been abused
202335,1,100,"could have effectively ended in as little six months, by mid-to-late 2002,","the main conflict against al Qaeda could have effectively ended in as little six months, by mid-to-late 2002",1,100,had the right decisions been made by our elected officials,had the right decisions been made by our elected officials
202336,1,100,could spend up to $20bn on acquisitions thanks to recent financial gains if it,the company could spend up to $20bn on acquisitions thanks to recent financial gains,1,10,had found the right targets,if it had found the right targets
202337,1,75,Would Nixon have been able to ride it out today,There's more likelihood he might have survived,0,25,"the latest ""Off Message"" podcast",if there'd been a Fox News
202338,1,100,"would have been subject to civil liability, a punitive fine of $5,000, and loss of his or her medical license","any doctor who performed an abortion without the written consent of the father would have been subject to civil liability, a punitive fine of $5,000, and loss of his or her medical license",1,10,had become law,If either Oklahoma bill had become law
202339,1,100,would have laughed if I told you I,you would have laughed,0,25,I told you I was going to win two slams this year,if I told you I was going to win two slams this year
202340,1,100,would have been fine,then it would have been fine,1,100,Had that number excluded the amount of money they made from buyback of the management rights of a few of their vehicles,Had that number excluded the amount of money they made from buyback of the management rights of a few of their vehicles
202341,1,100,could have gotten a deal,we could have gotten a deal,0,25,Baucus had been willing to be the only one to vote 'yes',if Baucus had been willing to be the only one to vote 'yes'
202342,1,100,would have come to a conclusion some weeks ago,we would have come to a conclusion some weeks ago,1,10,"had been a slam-dunk, black and white thing","If it had been a slam-dunk, black and white thing"
202343,1,100,would have raised Dr. Blasey's allegation earlier in,Senator Dianne Feinstein would have raised Dr. Blasey's allegation earlier in the summer for better due process,0,25,the issue at stake was primarily women's rights,If the issue at stake was primarily women's rights
202344,1,10,would have been a technical corrections bill passed,"there would have been either a conference committee between the House and Senate that cleaned those kind of problems up, or there would have been a technical corrections bill passed",1,100,a normal world,In a normal world
202345,0,25,"would have amended the state's constitution to define a person as ""every human being from the moment of fertilization, cloning or the functional equivalent thereof",{},1,100,were more like opponents than supporters,"which would have amended the state's constitution to define a person as ""every human being from the moment of fertilization, cloning or the functional equivalent thereof."""
202346,1,75,would have probably been passable if it,This would have probably been passable,0,25,it were a mid-2015 part,if it were a mid-2015 part
202347,1,100,might have had fits when I discovered that the escalator,I might have had fits when I discovered that the escalator was out,1,20,Had I been less fit,Had I been less fit
202348,1,10,could have been worse: $,{},0,25,was one of the biggest-ever bank robberies,it could have been worse
202349,1,100,"would have been explicitly bound to Nouri al-Maliki and his policies, which were the very ones responsible for the rise of ISIS in",which were the very ones responsible for the rise of ISIS in the first place,0,25,were the very ones responsible for the rise of ISIS in the first place,We also would have been explicitly bound to Nouri al-Maliki and his policies
202350,1,100,would have freed banks from the most bureaucratic regulatory measures if,would have freed banks from the most bureaucratic regulatory measures,0,25,they held extra capital,if they held extra capital
202351,1,100,would not have won his special election in,"And she said Senator Doug Jones, a Democrat, would not have won his special election in Alabama",1,20,had not stepped aside,"if Mr. Franken had not stepped aside and provided the party with a clear message against the Republican, Roy S"
202352,1,100,might have happened if it,what might have happened,1,20,had been just a little worse,if it had been just a little worse
202353,1,100,would have had an outflow in,Total Return Fund would have had an outflow in December,1,75,had an outflow in December without the impact of the capital gains reinvestments,without the impact of the capital gains reinvestments
202354,1,100,would have risked looking heavy-handed when they cleared it away,the Estonian police would have risked looking heavy-handed when they cleared it away,1,100,"Had the demonstrators in Tallinn pitched a peaceful tent city round the war memorial's original location, aping the tactics of the Orange Revolution in Kiev","Had the demonstrators in Tallinn pitched a peaceful tent city round the war memorial's original location, aping the tactics of the Orange Revolution in Kiev"
202355,1,100,"refrained from banning them then, largely because it determined that pulling them from the market at the time could have caused shortages and been disruptive to the practice of medicine",could have caused shortages and been disruptive to the practice of medicine,1,100,1997,pulling them from the market at the time
202356,0,0,,{},1,10,had told me at the very beginning of my career,I wish someone had told me at the very beginning of my career
202357,1,100,"should have been here a couple of months ago."" Microsoft has had a long-running legal battle with",Microsoft has had a long-running legal battle with Brussels over its software and last month promised the European Union's Executive Commission it would alter its new Vista operating system to enable rival firms to develop ancillary software,1,75,"should have been here a couple of months ago."" Microsoft has had a long-running legal battle with Brussels over its software and last month promised the European Union's Executive Commission it","In my opinion, this information should have been here a couple of months ago"
202358,1,100,wouldn't find humans very attractive in,she likely wouldn't find humans very attractive in the future,0,25,the Yellowstone officials had sprayed Blaze with bear spray once she likely,if the Yellowstone officials had sprayed Blaze with bear spray once
202359,1,100,would have seen huge effects,we would have seen huge effects,1,10,had continued to increase,If ozone-depleting substances had continued to increase
202360,1,100,should have tried harder,it was really my fault,1,20,should have tried harder,"I should have tried harder, I should have remembered to start supper earlier"
202361,1,100,would have prevented state money being spent on abortions in,"it would have prevented state money being spent on abortions in Oregon except in instances of rape, incest, a threat to the woman's health, or ectopic pregnancies",1,20,Had it passed,Had it passed
202362,1,100,could have walked with,"Intel, its biggest rival in AI chips could have walked with Mellanox and put a near stranglehold on that $60 billion market as well",1,75,Had Nvidia lost the bid,Had Nvidia lost the bid
202363,1,100,would have been closer to 6 percent or 7 percent than to the 8 percent to 9 percent actually registered,the unemployment rate would have been closer to 6 percent or 7 percent,1,100,Had there been no increase in uncertainty in the past four years,Had there been no increase in uncertainty in the past four years
202364,1,10,would have gotten to the point it did,it never would have gotten to the point it did,0,25,was a problem from the moment they saw two cameras in the room,if the Tea Party Express were competent in the slightest
202365,0,25,would take tomorrow's advice more seriously,then all of a sudden people would have looked back at what the market was doing over the past quarter and realize that weak price action was legitimate and they would take tomorrow's advice more seriously,1,30,had been a slowdown beyond what people expected,If there had been a slowdown beyond what people expected
202366,1,100,"would have been able to hear it then, through her exhaustion and pure relief that her husband would not die there in",she would have been able to hear it then,0,25,"Even if I did tell her about anxiety, depression and post-traumatic stress","Even if I did tell her about anxiety, depression and post-traumatic stress"
202367,1,100,may have been less turbulent and,their new relationship may have been less turbulent and had a happier ending,1,10,had a happier ending,If those star-crossed lovers had been just 10 years older
202368,1,100,could have knocked me out,she could have knocked me out,1,10,hadn't dodged that punch,If I hadn't dodged that punch
202369,1,100,could talk all this over with,so that I could talk all this over with him and find out what his demons were,1,20,were alive so that I,If only he were alive
202370,1,100,would have ascended to the top job,{},1,100,had protected the Russia inquiry as deputy attorney general,"Rosenstein, who had protected the Russia inquiry as deputy attorney general, would have ascended to the top job"
202371,1,100,would have set out to match the 150 Washington branches of Bank of America one-for-one if presented with,Five years ago they probably would have set out to match the 150 Washington branches of Bank of America one-for-one,1,75,presented with the same situation as now,if presented with the same situation as now
202372,1,100,would have fallen,it's likely that Republican dominance would have fallen even earlier,1,30,hadn't managed to seize the national-security issue after 9/11,if they hadn't managed to seize the national-security issue after 9/11
202373,1,100,could have been pushed back into my body,blood could have been pushed back into my body,1,10,had have blocked up,if the airbrush had have blocked up
202374,1,100,would be more or less balanced,its budget would be more or less balanced and its most immediate problem solved,1,10,had kept its income-tax rate at last years level,If Illinois had kept its income-tax rate at last years level
202375,1,100,would have been available almost anywhere if only he,the water that the man had sought would have been available almost anywhere,1,10,had sought,if only he had dug a hundred feet down
202376,1,100,could have done more to shed light on their own operations,{},0,25,Congress,some say her team could have done more to shed light on their own operations
202377,1,100,"would have been up sequentially from the second quarter, as well, if",Profits would have been up sequentially from the second quarter,1,100,not,"if not for a massive charge-off recorded by the industry's largest player, Bank of America"
202378,1,100,"would have performed over time, except that they were unwound in",except that they were unwound in the bailout,0,25,were unwound in the bailout,Many of the pools of loans would have performed over time
202379,1,100,wouldn't have,he wouldn't have had time to do anything else,0,25,he gave much thought to each and every position he's taken on abortion,if he gave much thought to each and every position he's taken on abortion
202380,1,100,"would have run out of cash had it not completed a secured debt offering of $540 million, with",This past quarter the company would have run out of cash,1,75,"had it not completed a secured debt offering of $540 million, with an interest rate of 8.25%","had it not completed a secured debt offering of $540 million, with an interest rate of 8.25"
